38 Sea Zone  (6411,2750)  (6503,2832)  (6401,2832)  (6615,3003)  (6481,2986)  (6603,3142)  (6614,3072)  (6445,3063)  (6515,2905)  (6405,2905)  (6648,3356)  (6436,3364)  (6614,3289)  (6441,3289)  (6433,3141)  (6601,3215)  (6439,3215)  | overflowToLeft=true
Caroline Islands  (8462,3415)  (8584,3355)  (8649,3455)  (8555,3430)  (8718,3433)  | overflowToLeft=false
Trans-Jordan  (4640,2645)  (4650,2765)  (4565,2693)  (4638,2706)  (4835,2465)  (4835,2518)  (4719,2511)  (4683,2570)  (4785,2586)  | overflowToLeft=false
Peru  (754,3392)  (691,3304)  (795,3540)  (908,3495)  (908,3568)  (942,3681)  (843,3629)  (995,3556)  (809,3300)  | overflowToLeft=false
Vyborg  (4575,750)  (4490,750)  (4563,705)  (4480,702)  | overflowToLeft=true
Turkmenistan  (5607,2091)  (5615,2030)  (5741,2070)  (5738,1998)  (5617,1963)  (5518,2018)  (5495,1948)  (5469,1886)  (5583,1888)  | overflowToLeft=false
Germany  (3905,1370)  (4130,1235)  (4080,1370)  (4085,1295)  (3960,1250)  (3899,1440)  (3995,1380)  (3945,1300)  (3990,1430)  (4090,1435)  (4155,1470)  (4200,1510)  (4060,1240)  (4214,1547)  | overflowToLeft=false
Shensi  (6725,2165)  (6655,2145)  (6790,2160)  (6580,2040)  (6600,2100)  (6535,1990)  (6735,2110)  (6660,2000)  | overflowToLeft=false
67 Sea Zone  (1654,4994)  (1653,4915)  (1789,4917)  (1792,4825)  (1656,4828)  (1792,4999)  (1655,5071)  (1786,5079)  (1525,4826)  (1379,4823)  (1513,4906)  (1370,4905)  (1513,4987)  (1363,4986)  (1523,5071)  (1382,5067)  (1785,5160)  (1648,5156)  (1511,5159)  (1367,5157)  (1370,5247)  (1501,5242)  (1644,5240)  (1778,5253)  | overflowToLeft=false
Central Mongolia  (6915,1750)  (6660,1730)  (6742,1740)  (6817,1790)  (6985,1767)  (6695,1675)  | overflowToLeft=false
Crete  (4330,2440)  (4380,2460)  | overflowToLeft=false
101 Sea Zone  (930,1657)  (994,1568)  (937,1743)  (1071,1659)  (1136,1568)  (1079,1745)  (850,1824)  (987,1825)  (773,1906)  (909,1905)  (1127,1827)  (1047,1908)  (1096,1487)  (787,1990)  (922,1985)  (1130,1989)  (822,2075)  (958,2069)  (1104,2067)  (1051,1407)  (611,2162)  (570,2085)  (533,1997)  (400,2028)  (430,2100)  (471,2170)  (320,2172)  (254,2096)  (270,2028)  (945,2146)  (1109,2146)  (982,2230)  (1118,2222)  | overflowToLeft=false
Union of South Africa  (3985,4856)  (4061,4917)  (4161,4895)  (4258,4850)  (4311,4778)  (3975,4784)  (4065,4789)  (4304,4704)  (4322,4613)  (4216,4621)  (4062,4716)  (4200,4692)  (4045,4647)  | overflowToLeft=true
Kwangtung  (7315,2675)  (7235,2695)  (7275,2625)  | overflowToLeft=false
Fiji  (10020,4500)  (10435,4040)  (10270,4264)  (10036,4007)  (10499,4120)  | overflowToLeft=false
Suiyuyan  (6671,1924)  (6575,1786)  (6573,1910)  (6772,1917)  (6804,1975)  (6774,2030)  (6645,1806)  | overflowToLeft=false
70 Sea Zone  (3794,4799)  (3795,4881)  (3800,4965)  (3745,4721)  (3744,4641)  (3590,4564)  (3642,4487)  (3729,4562)  (3509,4638)  (3611,4709)  (3664,4796)  (3525,4792)  (3661,4877)  (3525,4871)  (3666,4958)  (3532,4950)  (3796,5041)  (3656,5032)  (3524,5028)  (3517,5107)  (3651,5104)  (3797,5114)  (3805,5189)  (3665,5187)  (3523,5193)  (3524,5269)  (3658,5264)  (3804,5264)  | overflowToLeft=false
Jehol  (7113,2107)  (7158,1985)  (7155,2050)  (7145,1915)  (7310,1900)  (7240,1985)  (7173,1832)  (7316,1961)  | overflowToLeft=false
104 Sea Zone  (2548,1701)  (2544,1623)  (2678,1677)  (2549,1778)  (2680,1755)  (2678,1594)  (2542,1544)  (2550,1858)  (2680,1833)  (2675,1515)  (2637,1933)  (2643,2008)  (2504,1936)  (2506,2013)  (2419,1856)  (2419,1781)  (2672,1441)  (2647,2080)  (2417,1703)  (2514,2085)  (2669,1313)  (2418,1626)  | overflowToLeft=true
Formosa  (7460,2730)  (7445,2790)  (7460,2675)  | overflowToLeft=false
40 Sea Zone  (6115,3712)  (6261,3709)  (6262,3790)  (6264,3872)  (6267,3952)  (6134,3952)  (6266,4030)  (6132,4032)  (6115,3790)  (6122,3867)  (6269,4108)  (6136,4110)  (6267,4183)  (6127,4187)  (6263,4255)  (6130,4265)  (6269,4342)  (6086,4342)  | overflowToLeft=true
Central United States  (460,1485)  (343,1500)  (342,1582)  (338,1667)  (338,1746)  (470,1570)  (339,1824)  (400,1418)  (404,1331)  (302,1300)  (295,1381)  (375,1910)  (256,1908)  (148,1967)  (118,2047)  (145,1881)  (237,1814)  (235,1732)  (129,1718)  (127,1800)  (21,1951)  (10,1876)  (8,1786)  (22,1708)  (11,1630)  (11,1552)  (14,1480)  (123,1484)  (236,1494)  (183,1409)  (31,1399)  (190,1330)  (74,1328)  (187,1253)  (53,1255)  | overflowToLeft=true
New Britain  (8940,3910)  (8865,3920)  (8985,3790)  (8998,3879)  | overflowToLeft=false
24 Sea Zone  (8852,2238)  (9005,2236)  (8851,2307)  (9005,2305)  (8851,2376)  (9004,2374)  (8849,2445)  (8852,2168)  (9004,2441)  (8852,2513)  (9005,2506)  (8849,2572)  (9004,2573)  (8851,2643)  (9002,2641)  (9005,2168)  | overflowToLeft=false
39 Sea Zone  (6252,3605)  (6250,3511)  (6104,3609)  (6105,3515)  (6250,3419)  (5959,3611)  (6251,3326)  (6250,3237)  (5960,3422)  (6100,3403)  (5957,3331)  (5954,3512)  (6257,3145)  (6118,3061)  (6258,3056)  (6259,2969)  (6121,2973)  (6261,2885)  (6264,2799)  (6290,2701)  (5914,3253)  | overflowToLeft=true
Dutch New Guinea  (8437,3820)  (8349,3777)  (8265,3850)  (8440,3882)  (8113,3734)  (8145,3816)  (8416,3948)  (8365,3905)  (8398,4020)  | overflowToLeft=true
95 Sea Zone  (3827,2285)  (3796,2213)  (3702,2290)  (3679,2225)  (3700,2139)  (3700,2070)  (3835,2450)  (3770,2437)  (3625,1955)  (3585,2046)  (3688,2356)  | overflowToLeft=true
Baltic States  (4380,1107)  (4365,1182)  (4385,1254)  (4377,950)  (4420,1024)  (4317,1126)  (4308,1059)  (4409,1173)  (4492,1186)  (4498,1105)  (4462,960)  | overflowToLeft=false
Nigeria  (3696,3328)  (3798,3285)  (3684,3255)  (3738,3392)  (3591,3320)  (3513,3390)  (3702,3463)  (3607,3536)  (3604,3464)  (3504,3321)  (3502,3458)  (3504,3530)  | overflowToLeft=true
45 Sea Zone  (8235,3770)  (8404,3715)  (8290,3705)  (7965,3968)  (7966,3887)  (7966,4041)  (7964,3735)  (8100,3892)  (8097,3967)  (8098,4038)  (8227,3932)  (8228,4007)  (8289,4097)  (8168,4107)  (8017,4105)  | overflowToLeft=true
Sardinia  (3630,2125)  (3628,2180)  (3629,1986)  (3622,2044)  (3612,2225)  | overflowToLeft=true
Uruguay  (1360,4150)  | overflowToLeft=false
United Kingdom  (3320,1145)  (3025,1187)  (3265,1200)  (3250,1115)  (3210,1180)  (3280,1045)  (3175,1065)  (3140,1125)  (3290,950)  (3115,1187)  (3200,960)  | overflowToLeft=true
French Equatorial Africa  (3978,3315)  (4086,3273)  (3982,3229)  (3875,3172)  (4087,3354)  (4117,3428)  (4166,3498)  (4051,3509)  (3940,3497)  (3867,3369)  (3814,3493)  (3838,3571)  (3841,3644)  (3738,3553)  (3740,3627)  (3832,3713)  (3732,3705)  (3634,3709)  (3770,3779)  (3672,3774)  (3637,3632)  (3744,3850)  | overflowToLeft=true
Switzerland  (3665,1700)  | overflowToLeft=false
Samoa  (10732,4442)  (10902,4473)  | overflowToLeft=false
Spain  (2992,1963)  (3097,1949)  (3201,1998)  (3074,2256)  (2870,2222)  (2970,2214)  (2877,2144)  (2982,2141)  (3087,2176)  (3138,2093)  (2889,2063)  (2894,1966)  (2791,1935)  (2896,1889)  (2992,1889)  (3100,2019)  (3212,2057)  | overflowToLeft=false
Vologda  (5106,840)  (4906,906)  (5004,855)  (5152,763)  (5214,630)  (5209,845)  (5313,872)  (5415,868)  (5409,788)  (5308,802)  (5308,733)  (5293,585)  (5500,716)  (5505,785)  (5511,861)  (5606,855)  (5604,777)  | overflowToLeft=false
62 Sea Zone  (8924,4871)  (9101,4791)  (8949,4790)  (9085,4870)  (9025,4951)  (8851,5093)  (8979,5031)  (8980,5104)  (8888,4946)  (8826,5018)  (8718,5120)  (8475,5136)  (8979,5182)  (8846,5185)  (8713,5218)  (8973,5264)  (8842,5270)  (8493,5255)  | overflowToLeft=true
Venezuela  (1030,2959)  (1095,3020)  (987,2895)  (1065,2895)  (1140,2940)  (1065,3075)  (1173,3013)  | overflowToLeft=false
Liberia  (2968,3336)  (3132,3421)  (3065,3490)  (2937,3407)  (3074,3342)  (2942,3265)  | overflowToLeft=false
Normandy Bordeaux  (3100,1511)  (3210,1515)  (3205,1660)  (3305,1448)  (3375,1385)  (3205,1730)  (3180,1798)  (3050,1475)  (3219,1402)  (3375,1438)  (3275,1750)  (3215,1450)  (3240,1804)  (3292,1694)  (3395,1320)  (3164,1867)  | overflowToLeft=true
New Brunswick Nova Scotia  (1250,1275)  (1125,1160)  (1135,1275)  (1175,1353)  (1329,1210)  (1429,1208)  (1364,1141)  (1491,1249)  (1374,1071)  | overflowToLeft=false
Aleutian Islands  (9511,948)  (9411,971)  (9322,997)  (9239,1002)  | overflowToLeft=true
37 Sea Zone  (7125,3406)  (7025,3560)  (7090,3480)  (6994,3307)  (7010,3375)  (6872,3295)  (6810,3218)  (6820,3134)  (6996,3485)  (6960,3425)  (6961,3629)  (6961,3701)  (6962,3769)  (6840,3604)  (6775,3530)  (6732,3456)  (6720,3381)  (7137,3311)  | overflowToLeft=false
78 Sea Zone  (5922,3710)  (5925,3790)  (5786,3711)  (5925,3874)  (5789,3793)  (5924,3956)  (5787,3877)  (5785,3958)  (5927,4035)  (5785,4036)  (5923,4115)  (5776,4114)  (5927,4190)  (5788,4189)  (5739,4263)  (5925,4267)  (5737,4343)  (5865,4340)  | overflowToLeft=false
Volgograd  (5125,1520)  (5048,1510)  (5070,1582)  (5156,1570)  (5215,1530)  (5301,1448)  (5399,1437)  (5493,1462)  (5198,1429)  (5568,1459)  | overflowToLeft=false
British Guiana  (1285,2995)  (1246,3140)  | overflowToLeft=true
73 Sea Zone  (5262,4893)  (5394,4894)  (5524,4891)  (5505,4969)  (5376,4970)  (5248,4969)  (5265,5049)  (5395,5049)  (5526,5050)  (5500,5129)  (5306,5125)  (5268,5202)  (5398,5203)  (5519,5208)  (5273,5273)  (5405,5268)  (5532,5267)  | overflowToLeft=false
32 Sea Zone  (9183,3020)  (9182,3086)  (9182,3157)  (9065,3018)  (9181,3226)  (9182,3297)  (9054,3298)  (9059,3085)  (9181,3365)  (9060,3365)  (8927,3293)  (8937,3358)  (8860,3030)  (8870,3220)  (8862,3426)  (8987,3423)  (9104,3423)  (9066,3151)  (9214,3422)  | overflowToLeft=false
Queensland  (8604,4501)  (8840,4701)  (8600,4573)  (8675,4571)  (8734,4637)  (8634,4641)  (8502,4502)  (8531,4643)  (8665,4706)  (8500,4573)  (8553,4330)  (8760,4700)  (8547,4240)  (8557,4700)  | overflowToLeft=true
96 Sea Zone  (4016,2612)  (4133,2609)  (3760,2615)  (3907,2679)  (3900,2622)  (4213,2624)  (4225,2544)  (4140,2541)  (3815,2548)  | overflowToLeft=true
Ulaanbaatar  (6940,1660)  (6885,1565)  (6805,1640)  (6965,1580)  (7057,1589)  (7075,1530)  | overflowToLeft=false
Yenisey  (6756,934)  (6877,858)  (6701,1093)  (6559,1227)  (6555,1005)  (6769,772)  (6762,852)  (6656,817)  (6652,901)  (6597,1104)  (6732,1173)  (6790,1244)  (6802,1318)  (6706,1384)  (6658,1298)  (6554,749)  (6659,741)  (6826,694)  (6812,621)  (6843,540)  (6759,470)  (6546,921)  (6871,782)  (6552,829)  (6674,1223)  (6720,671)  (6862,465)  | overflowToLeft=false
Celebes  (7603,3806)  (7645,3884)  (7540,3736)  (7620,3732)  (7515,3795)  (7532,3885)  (7537,3651)  (7730,3637)  (7639,3659)  (7861,3632)  | overflowToLeft=false
127 Sea Zone  (4649,554)  (4647,479)  (4785,454)  (4825,317)  (4472,211)  (4474,130)  (4603,213)  (4604,129)  (4730,245)  (4733,170)  (4733,82)  (4868,242)  (4861,167)  (4864,83)  (4998,285)  (5128,321)  (5049,212)  (4993,126)  (5122,87)  (5258,94)  (5390,85)  (5522,81)  (5660,59)  (5343,251)  (5467,194)  (5479,280)  (5608,183)  (5742,171)  (5790,51)  (5875,165)  (5919,71)  (6006,164)  (6049,62)  | overflowToLeft=false
90 Sea Zone  (1666,2274)  (1798,2273)  (1793,2199)  (1923,2197)  (1927,2272)  (1791,2347)  (1919,2343)  (1929,2418)  (1795,2424)  (1664,2159)  (1658,2343)  (1535,2153)  (1529,2229)  (1520,2301)  (1661,2409)  (1508,2400)  | overflowToLeft=true
Rio de Oro  (2750,2922)  (2742,3002)  (2751,2851)  (2766,2768)  (2867,2790)  | overflowToLeft=false
Line Islands  (10300,3305)  (10130,3535)  (10050,3445)  (10200,3595)  | overflowToLeft=false
6 Sea Zone  (7926,2400)  (8057,2400)  (8187,2399)  (7968,2324)  (8100,2324)  (8232,2322)  (8039,2249)  (8167,2249)  (8080,2177)  (8202,2177)  (8360,2321)  (8296,2249)  (8425,2250)  (8331,2172)  (8461,2176)  (8576,2100)  (8446,2100)  (8316,2098)  (8573,2026)  (8444,2025)  (8311,2023)  (8579,1953)  (8449,1950)  (8318,1947)  (8578,1875)  (8446,1874)  (8313,1875)  (8575,1797)  (8441,1799)  (8307,1801)  (8579,1722)  (8447,1725)  (8314,1725)  (8554,1646)  (8422,1647)  (8279,1645)  (8345,1569)  (8347,1492)  (8476,1570)  (8164,1424)  (8163,1346)  (8040,1348)  (7991,1589)  (7974,1664)  (7985,1742)  (7851,1740)  (8009,1820)  (7879,1818)  (7748,1819)  (7968,1894)  (7836,1891)  (7930,1968)  (7796,1965)  (7836,2041)  (8558,1422)  | overflowToLeft=false
59 Sea Zone  (6365,4894)  (6254,4893)  (6363,4958)  (6139,4893)  (6363,5027)  (6369,5101)  (6251,4960)  (6252,5034)  (6135,4958)  (6130,5024)  (6252,5102)  (6131,5093)  (6362,5172)  (6245,5170)  (6127,5168)  (6116,5235)  (6230,5232)  (6342,5239)  | overflowToLeft=false
Mozambique  (4562,4275)  (4445,4450)  (4426,4512)  (4419,4584)  (4570,4205)  (4394,4655)  (4410,4319)  | overflowToLeft=true
118 Sea Zone  (2529,871)  (2393,871)  (2528,793)  (2390,947)  (2526,945)  (2387,798)  (2527,1022)  (2384,1022)  (2531,721)  (2395,726)  | overflowToLeft=true
Southeast Mexico  (6,2112)  (104,2182)  (1,2180)  (1,2043)  (103,2256)  (117,2420)  (13,2422)  (133,2491)  (240,2489)  (341,2458)  (331,2562)  (440,2433)  (120,2340)  (435,2346)  | overflowToLeft=false


Novosibirsk  (5909,1320)  (6029,994)  (5918,1010)  (6128,988)  (5816,967)  (5752,842)  (5855,897)  (5955,866)  (5958,937)  (6059,921)  (6123,1063)  (6114,1137)  (6000,1133)  (5933,1207)  (6040,1211)  (6070,1287)  (5960,1292)  (5797,1283)  (5848,1359)  (5973,1369)  (6070,1356)  (6025,1440)  (6084,1516)  (6103,1590)  (6149,857)  | overflowToLeft=false


109 Sea Zone  (3010,1120)  (2910,1215)  (2915,1155)  (2800,1214)  (2804,1145)  (2670,1216)  (2668,1139)  (2797,1064)  (2795,986)  (2662,976)  (3098,991)  (3038,1063)  (2895,1090)  (2665,1058)  | overflowToLeft=true
Guam  (8200,3050)  (8214,3100)  | overflowToLeft=false
French Indo China  (6971,2942)  (6918,3154)  (7017,3165)  (7039,3089)  (6936,3083)  (6866,2746)  (6964,2743)  (6841,2818)  (6945,2815)  (6939,2879)  (7008,3011)  | overflowToLeft=false
68 Sea Zone  (2629,4563)  (2760,4471)  (2765,4562)  (2624,4478)  (2629,4646)  (2765,4644)  (2496,4475)  (2496,4556)  (2497,4645)  (2500,4721)  (2635,4719)  (2764,4720)  (2771,4801)  (2641,4803)  (2506,4802)  (2501,4884)  (2633,4886)  (2773,4883)  (2764,4980)  (2628,4976)  (2491,5024)  (2357,5021)  (2214,5020)  (2067,5020)  (2761,5060)  (2631,5066)  (2493,5109)  (2351,5106)  (2207,5109)  (2065,5107)  (2766,5143)  (2633,5165)  (2495,5188)  (2366,5191)  (2218,5193)  (2075,5192)  (2758,5252)  | overflowToLeft=false
10 Sea Zone  (10314,1677)  (10180,1596)  (10178,1750)  (10180,1898)  (10320,1823)  (10302,1513)  (10177,1514)  (10178,1674)  (10304,1595)  (10176,1821)  (10312,1750)  (10177,1436)  (10313,1904)  (10174,1983)  (10309,1362)  (10178,1293)  (10308,1439)  (10173,2065)  (10306,1984)  (10301,1217)  (10169,1218)  (10173,1360)  (10317,1286)  (10315,2086)  (10455,1808)  (10456,2085)  (10591,2087)  (10437,2001)  (10608,2175)  (10452,1908)  (10569,1982)  (10607,2258)  (10606,2339)  (10866,2269)  (10733,2276)  (10891,2341)  (10740,2346)  (10769,2419)  (10913,2412)  (10619,2418)  | overflowToLeft=true
South West Africa  (3955,4367)  (3863,4380)  (3949,4437)  (3845,4444)  (3890,4650)  (3879,4582)  (4053,4353)  (3968,4710)  (3768,4368)  (3969,4582)  (3879,4717)  | overflowToLeft=true
77 Sea Zone  (5455,3564)  (5304,3559)  (5285,3639)  (5434,3648)  (5587,3715)  (5590,3799)  (5448,3730)  (5300,3724)  (5444,3812)  (5296,3809)  (5592,3883)  (5453,3895)  (5298,3890)  (5589,3976)  (5448,3978)  (5293,3978)  (5593,4057)  (5448,4059)  (5304,4062)  (5594,4145)  (5457,4149)  (5292,4151)  (5594,4227)  (5447,4234)  (5293,4236)  (5272,4337)  (5417,4329)  (5595,4332)  | overflowToLeft=false
Southern Italy  (3880,2141)  (3908,2206)  (3754,1986)  (3970,2273)  (3938,2330)  (3775,2090)  (3818,2002)  (4006,2199)  (3845,2080)  | overflowToLeft=false
121 Sea Zone  (1647,648)  (1725,648)  (1624,730)  (1705,594)  (1746,540)  (1417,730)  (946,700)  (1088,701)  (1177,622)  (1236,704)  (1168,541)  (1146,457)  (1152,367)  (1283,366)  (1105,292)  (968,269)  (1270,284)  (1283,182)  (1147,205)  (1014,188)  (879,171)  (746,143)  | overflowToLeft=false
Tobruk  (4098,2902)  (3968,2755)  (4045,2690)  (4193,2775)  (4215,2705)  (4140,2690)  (4191,2843)  (4194,2915)  (4199,2985)  (3985,2828)  (4004,2895)  (4090,2829)  (4105,2974)  (4122,3048)  (4009,2964)  | overflowToLeft=true
Gold Coast  (3365,3350)  | overflowToLeft=false
86 Sea Zone  (1866,3317)  (1867,3237)  (1731,3240)  (1860,3156)  (2000,3156)  (2000,3235)  (2005,3320)  (1956,3402)  (2002,3481)  (1879,3561)  (1727,3157)  (1591,3160)  (2008,3557)  (1820,3645)  (1971,3639)  (1802,3727)  (1972,3724)  (1791,3804)  (1929,3800)  (1745,3892)  (1876,3885)  | overflowToLeft=false
Japan  (8159,2031)  (7795,2250)  (8083,2072)  (8150,1963)  (8150,1828)  (8140,1770)  (7895,2140)  (8115,1605)  (8125,1508)  (8200,1560)  (7934,2227)  (7848,2320)  (8152,1895)  (7955,2102)  (8010,2145)  (8035,2110)  (8216,1506)  | overflowToLeft=false
120 Sea Zone  (789,656)  (655,635)  (521,649)  (435,723)  (430,797)  (426,871)  (303,719)  (664,541)  (535,531)  (570,453)  (317,639)  (362,233)  | overflowToLeft=true
Ceylon  (6115,3220)  (6110,3285)  (6105,3161)  | overflowToLeft=false
71 Sea Zone  (3943,5011)  (4079,5000)  (4081,5078)  (4212,4995)  (4340,4928)  (4399,4851)  (4448,4776)  (4472,4700)  (4219,5071)  (4346,5006)  (4476,4929)  (3943,5091)  (4354,5084)  (3946,5173)  (4078,5161)  (4217,5162)  (4355,5163)  (4488,5161)  (4489,5079)  (3942,5250)  (4073,5247)  (4199,5246)  (4330,5244)  (4482,5003)  (4490,5247)  | overflowToLeft=false
Kwangsi  (7065,2730)  (6990,2650)  (7087,2610)  (7065,2670)  (7145,2670)  (7173,2600)  (7160,2750)  | overflowToLeft=false
Yunnan  (6800,2574)  (6910,2640)  (6830,2640)  (6705,2594)  (6899,2581)  (6587,2498)  (6585,2426)  (6779,2710)  (6680,2520)  (6745,2520)  (6895,2530)  | overflowToLeft=false
Belarus  (4624,1373)  (4550,1337)  (4585,1200)  (4555,1487)  (4595,1130)  (4629,1454)  (4550,1411)  (4625,1313)  (4675,1105)  (4705,1159)  (4700,1235)  (4725,1299)  (4740,1363)  (4565,1268)  (4740,1108)  | overflowToLeft=false
30 Sea Zone  (9309,3014)  (9308,3090)  (9308,3168)  (9311,3253)  (9311,3329)  (9336,3408)  (9446,3015)  (9473,3410)  (9458,3324)  (9443,3252)  (9437,3184)  (9595,3413)  (9584,3325)  (9571,3253)  (9562,3181)  (9577,3014)  (9703,3014)  (9689,3177)  (9700,3243)  (9709,3322)  (9722,3411)  (9817,3176)  (9824,3244)  (9838,3311)  (9847,3407)  (9828,3016)  (9913,3014)  | overflowToLeft=false
Caucasus  (5130,1925)  (5080,1790)  (5043,1984)  (5130,2015)  (5195,1975)  (5028,1919)  (5235,1917)  (5045,1851)  (5167,1805)  (5070,1719)  (5070,1653)  (5140,1640)  (4936,1902)  (4841,1864)  (5231,1614)  (5132,1710)  (5212,1859)  | overflowToLeft=false
Dzavhan  (6674,1545)  (6755,1585)  (6773,1535)  (6588,1385)  (6500,1437)  (6580,1529)  (6590,1454)  (6660,1435)  | overflowToLeft=false
Albania  (4100,2074)  (4107,2180)  (4120,2120)  | overflowToLeft=false
108 Sea Zone  (2514,1256)  (2373,1256)  (2516,1179)  (2375,1180)  (2520,1103)  (2374,1104)  (2515,1333)  (2439,1419)  (2355,1495)  (2331,1567)  (2322,1417)  (2347,1336)  | overflowToLeft=true
New Zealand  (9567,4735)  (9600,4875)  (9560,4935)  (9530,5010)  (9320,5145)  (9255,5170)  (9180,5220)  (9590,4815)  (9430,5010)  (9640,4940)  | overflowToLeft=false
11 Sea Zone  (10986,2500)  (10850,2500)  (10714,2498)  (10983,2581)  (10847,2578)  (10713,2579)  (10981,2661)  (10849,2662)  (10726,2658)  (10601,2654)  (10611,2746)  (10738,2745)  (10863,2741)  (10987,2744)  (10987,2820)  (10858,2815)  (10730,2814)  (10609,2815)  (10614,2889)  (10745,2886)  (10873,2886)  (10990,2889)  | overflowToLeft=false
Rhodesia  (4162,4546)  (4053,4557)  (4317,4506)  (4053,4483)  (4152,4475)  (4324,4432)  (4225,4430)  (4065,4410)  (4079,4281)  (4179,4282)  (4283,4277)  (4076,4209)  (4180,4212)  (4311,4136)  (4173,4139)  (4335,4206)  (4439,4205)  (4383,4276)  (4313,4349)  (4155,4354)  (4076,4135)  | overflowToLeft=true
17 Sea Zone  (8727,2436)  (8733,2365)  (8617,2364)  (8716,2296)  (8721,2643)  (8595,2644)  (8609,2574)  (8719,2576)  (8720,2506)  (8621,2438)  (8720,2164)  (8588,2298)  (8713,2226)  (8398,2545)  (8611,2507)  (8398,2474)  (8606,2233)  (8494,2329)  (8400,2411)  (8504,2615)  (8400,2637)  | overflowToLeft=true
58 Sea Zone  (6525,4510)  (6523,4430)  (6389,4429)  (6528,4587)  (6257,4435)  (6527,4665)  (6257,4500)  (6121,4425)  (6387,4507)  (6389,4588)  (6392,4663)  (6256,4581)  (6121,4507)  (5982,4427)  (5983,4504)  (6113,4586)  (6253,4659)  (6525,4742)  (6390,4744)  (6254,4737)  (6118,4668)  (5980,4584)  (5979,4666)  (6117,4743)  (5986,4737)  (6254,4812)  (5953,4814)  | overflowToLeft=true
102 Sea Zone  (1562,1849)  (1691,1766)  (1684,1934)  (1712,1849)  (1554,1760)  (1552,1672)  (1550,1932)  (1552,2011)  (1694,1680)  (1690,2014)  (1420,1674)  (1414,1749)  (1419,1834)  (1414,1916)  (1412,2001)  (1829,1677)  (1823,1761)  (1839,1852)  (1817,1928)  (1290,2073)  (1423,2074)  (1281,1986)  (1285,1907)  (1282,1821)  (1282,1741)  (1286,1657)  (1830,2073)  | overflowToLeft=false
87 Sea Zone  (2623,2773)  (2612,2852)  (2487,2779)  (2592,2937)  (2479,2859)  (2347,2781)  (2609,3020)  (2458,2946)  (2318,2948)  (2214,2783)  (2079,2772)  (1945,2778)  (2146,2865)  (1989,2865)  (2181,2952)  (2036,2947)  (2466,3032)  (2636,3099)  (2636,3194)  (2501,3117)  (2320,3033)  (2361,3119)  (2496,3201)  (2362,3205)  (2640,3278)  (2696,3351)  (2756,3431)  (2763,3512)  (2762,3643)  (2498,3283)  (2551,3359)  (2615,3437)  (2626,3515)  (2621,3631)  (2366,3290)  (2401,3364)  (2471,3433)  (2336,3441)  (2485,3510)  (2345,3517)  (2481,3587)  (2344,3595)  (2482,3668)  (2338,3680)  (2179,3704)  (2168,3622)  (2163,3541)  (2170,3456)  (2141,3371)  (1976,3038)  (2150,3049)  (2157,3120)  | overflowToLeft=true
Ontario  (656,1173)  (642,1093)  (686,1247)  (780,1318)  (619,1012)  (520,1064)  (425,1028)  (407,1099)  (415,1174)  (308,1172)  (306,1103)  (411,959)  | overflowToLeft=true
Corsica  (3655,2039)  | overflowToLeft=false
Ethiopia  (4705,3241)  (4750,3330)  (4640,3379)  (4665,3305)  (4741,3529)  (4642,3531)  (4534,3531)  (4710,3601)  (4612,3600)  (4514,3595)  (4532,3464)  | overflowToLeft=true
New Hebrides  (9320,4505)  (9397,4512)  (9655,4445)  (9672,4503)  (9625,4380)  | overflowToLeft=false
British Somaliland  (4725,3447)  (4915,3442)  (4822,3501)  (4763,3383)  | overflowToLeft=false
Himalayas  (6001,2177)  (6112,2165)  (6130,2219)  (6181,2111)  (6190,2165)  (6206,2273)  (6208,2219)  (6254,2391)  (6268,2156)  (6284,2273)  (6286,2210)  (6308,2327)  (6362,2264)  (6386,2318)  (6440,2245)  (6464,2299)  | overflowToLeft=false
61 Sea Zone  (8339,5119)  (8335,5053)  (8339,5194)  (8189,4932)  (8201,4999)  (8205,5076)  (8209,5155)  (8212,5235)  (8344,5274)  (8081,4940)  (8089,5014)  (8093,5086)  (8100,5161)  (8099,5240)  | overflowToLeft=true
Egypt  (4464,2700)  (4545,2775)  (4460,2795)  (4544,2922)  (4565,2855)  (4516,2992)  (4605,2992)  (4456,3053)  (4550,3054)  (4634,3056)  | overflowToLeft=false
Sakha  (7637,752)  (7649,895)  (7510,740)  (7641,825)  (7736,751)  (7755,675)  (7539,678)  (7539,806)  (7540,603)  (7741,820)  (7641,606)  (7752,598)  (7443,591)  (7416,518)  (7513,520)  (7619,530)  (7734,523)  (7408,435)  (7511,443)  (7618,450)  (7731,452)  | overflowToLeft=false
52 Sea Zone  (10337,4712)  (10336,4795)  (10479,4708)  (10333,4882)  (10479,4795)  (10619,4708)  (10622,4788)  (10484,4875)  (10337,4962)  (10472,4957)  (10628,4881)  (10758,4707)  (10756,4786)  (10339,5040)  (10338,5120)  (10473,5040)  (10621,4965)  (10768,4878)  (10894,4709)  (10890,4796)  (10336,5201)  (10476,5125)  (10613,5047)  (10760,4961)  (10910,4874)  (10336,5280)  (10476,5205)  (10614,5126)  (10763,5045)  (10903,4962)  (10620,5211)  (10750,5127)  (10904,5043)  (10902,5127)  | overflowToLeft=false
Sierra Leone  (2862,3321)  | overflowToLeft=false
